ID,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
807,заангажированный,Adj,заангажированный,negative,opinion,
808,забавный,Adj,забавный,positive,opinion,
810,забитый,Adj,забитый,negative,opinion,
811,заботливый,Adj,заботливый,positive,opinion,
812,забывчивый,Adj,забывчивый,negative,opinion,
813,завальный,Adj,завальный,negative,opinion,"ПРОВАЛИТЬСЯ,ПОТЕРПЕТЬ ПРОВАЛ"
815,заведомый,Adj,заведомый,negative,opinion,
816,заветный,Adj,заветный,positive,opinion,
817,завидный,Adj,завидный,positive,opinion,
818,завиральный,Adj,завиральный,negative,opinion,
821,завлекательный,Adj,завлекательный,positive,opinion,
822,завышенный,Adj,завышенный,negative,opinion,
823,заговорщицкий,Adj,заговорщицкий,negative,opinion,
824,заговорщический,Adj,заговорщический,negative,opinion,
825,загорелый,Adj,загорелый,positive,opinion,
826,загрубелый,Adj,загрубелый,negative,opinion,
828,задушевный,Adj,задушевный,positive,opinion,
829,заезженный,Adj,заезженный,negative,opinion,
830,зажатый,Adj,зажатый,negative,opinion,
831,зажиточный,Adj,зажиточный,positive,opinion,
832,зазорный,Adj,зазорный,negative,opinion,"ПОЗОРНЫЙ,ПОСТЫДНЫЙ"
835,заинтересованный,Adj,заинтересованный,positive,opinion,"ВЫГОДА,ПОЛЬЗА"
836,заклятый,Adj,заклятый,negative,opinion,
838,законный,Adj,законный,positive,opinion,
840,закономерный,Adj,закономерный,positive,opinion,"ЗАКОННЫЙ,ЗАКОНОМЕРНЫЙ (ВПОЛНЕ ПОНЯТНЫЙ,ДОПУСТИМЫЙ)"
841,законопослушный,Adj,законопослушный,positive,opinion,
842,законоустановленный,Adj,законоустановленный,positive,opinion,
843,закоперщицкий,Adj,закоперщицкий,positive/negative,opinion,
844,закоренелый,Adj,закоренелый,negative,opinion,
845,закоснелый,Adj,закоснелый,negative,opinion,
847,закулисный,Adj,закулисный,negative,opinion,
849,заманчивый,Adj,заманчивый,positive,opinion,
850,заматерелый,Adj,заматерелый,negative,opinion,
851,замечательный,Adj,замечательный,positive,opinion,
852,замкнутый,Adj,замкнутый,negative,opinion,
853,занимательный,Adj,занимательный,positive,opinion,
854,заносчивый,Adj,заносчивый,negative,opinion,
855,заношенный,Adj,заношенный,negative,opinion,
856,занудливый,Adj,занудливый,negative,opinion,
857,занудный,Adj,занудный,negative,opinion,
858,занятный,Adj,занятный,positive,opinion,
861,запальчивый,Adj,запальчивый,negative,opinion,
862,запоздалый,Adj,запоздалый,negative,opinion,
867,запутанный,Adj,запутанный,negative,opinion,
868,запущенный,Adj,запущенный,negative,opinion,
871,застарелый,Adj,застарелый,negative,opinion,
873,застойный,Adj,застойный,negative,opinion,
875,затасканный,Adj,затасканный,negative,opinion,
876,заторможенный,Adj,заторможенный,negative,opinion,
878,затруднительный,Adj,затруднительный,negative,opinion,
879,затхлый,Adj,затхлый,negative,opinion,
880,затяжной,Adj,затяжной,negative,opinion,
881,затянутый,Adj,затянутый,negative,opinion,
882,заумный,Adj,заумный,negative,opinion,
883,заунывный,Adj,заунывный,negative,opinion,
884,заурядный,Adj,заурядный,negative,opinion,
885,захватнический,Adj,захватнический,negative,opinion,
886,захолустный,Adj,захолустный,negative,opinion,
887,зачинщицкий,Adj,зачинщицкий,negative,opinion,
888,заштатный,Adj,заштатный,negative,opinion,
889,защитнический,Adj,защитнический,positive,opinion,
891,звериный,Adj,звериный,negative,opinion,ЗВЕРСТВО (ЖЕСТОКОСТЬ)
893,зверский,Adj,зверский,negative,opinion,
894,звонкий,Adj,звонкий,positive,opinion,
895,звучный,Adj,звучный,positive,opinion,
896,здоровенный,Adj,здоровенный,neutral,opinion,
897,здоровский,Adj,здоровский,negative,opinion,
898,здоровый,Adj,здоровый,neutral,opinion,"ОГРОМНЫЙ ПО РАЗМЕРУ,СТЕПЕНИ"
899,здоровый,Adj,здоровый,positive,opinion,"ЗДОРОВЫЙ,НЕБОЛЬНОЙ"
900,здоровый,Adj,здоровый,positive,opinion,"ЗДОРОВЫЙ,ПОЛЕЗНЫЙ ДЛЯ ЗДОРОВЬЯ"
901,здравомыслящий,Adj,здравомыслящий,positive,opinion,
902,здравый,Adj,здравый,positive,opinion,
903,зеленый,Adj,зеленый,negative,opinion,ЗЕЛЕНЫЙ (БЛЕДНЫЙ (О ЦВЕТЕ ЛИЦА)
904,зеленый,Adj,зеленый,negative,opinion,"НЕЗРЕЛЫЙ,НЕСПЕЛЫЙ"
905,зеленый,Adj,зеленый,negative,opinion,НЕОПЫТНЫЙ
907,злобный,Adj,злобный,negative,opinion,
908,зловещий,Adj,зловещий,negative,opinion,
910,зловредный,Adj,зловредный,negative,opinion,
911,злодейский,Adj,злодейский,negative,opinion,
912,злой,Adj,злой,negative,opinion,
913,злокачественный,Adj,злокачественный,negative,opinion,
914,злокозненный,Adj,злокозненный,negative,opinion,
915,злонамеренный,Adj,злонамеренный,negative,opinion,
916,злопамятный,Adj,злопамятный,negative,opinion,
917,злополучный,Adj,злополучный,negative,opinion,
918,злопыхательный,Adj,злопыхательный,negative,opinion,
919,злопыхательский,Adj,злопыхательский,negative,opinion,
920,злорадный,Adj,злорадный,negative,opinion,
921,злостный,Adj,злостный,negative,opinion,
922,злосчастный,Adj,злосчастный,negative,opinion,
923,злоумышленный,Adj,злоумышленный,negative,opinion,
924,знаменитый,Adj,знаменитый,positive,opinion,
925,значимый,Adj,значимый,positive,opinion,
926,значительный,Adj,значительный,positive,opinion,
927,зоркий,Adj,зоркий,positive,opinion,
929,зрелищный,Adj,зрелищный,positive,opinion,ЗРЕЛИЩНЫЙ (ВПЕЧАТЛЯЮЩИЙ)
931,зрелый,Adj,зрелый,positive,opinion,"ЗРЕЛЫЙ,СПЕЛЫЙ"
932,зряшный,Adj,зряшный,negative,opinion,
933,зубоскальский,Adj,зубоскальский,negative,opinion,
934,зыбкий,Adj,зыбкий,negative,opinion,
935,игривый,Adj,игривый,positive,opinion,
936,игрушечный,Adj,игрушечный,negative,opinion,НАИГРАННЫЙ
938,игрушечный,Adj,игрушечный,neutral,opinion,ИГРУШЕЧНЫЙ (ОЧЕНЬ МАЛЕНЬКИЙ)
939,идеальный,Adj,идеальный,positive,opinion,
940,идиллический,Adj,идиллический,positive,opinion,
941,идиотский,Adj,идиотский,negative,opinion,
942,иезуитский,Adj,иезуитский,negative,opinion,ИЕЗУИТСТВО (ЛИЦЕМЕРИЕ)
944,иждивенческий,Adj,иждивенческий,negative,opinion,
945,избалованный,Adj,избалованный,negative,opinion,
946,избитый,Adj,избитый,negative,opinion,БАНАЛЬНЫЙ
947,избыточный,Adj,избыточный,negative,opinion,
948,изветшалый,Adj,изветшалый,negative,opinion,
949,изворотливый,Adj,изворотливый,negative,opinion,"ЛОВКИЙ,ПРОНЫРЛИВЫЙ"
950,изворотливый,Adj,изворотливый,positive,opinion,УВЕРТЛИВЫЙ
951,извращенный,Adj,извращенный,negative,opinion,
952,издевательский,Adj,издевательский,negative,opinion,
953,излишний,Adj,излишний,negative,opinion,
954,излюбленный,Adj,излюбленный,positive,opinion,
955,изменнический,Adj,изменнический,negative,opinion,
957,измывательский,Adj,измывательский,negative,opinion,
959,изношенный,Adj,изношенный,negative,opinion,
961,изнурительный,Adj,изнурительный,negative,opinion,
962,изобильный,Adj,изобильный,positive,opinion,
963,изобретательный,Adj,изобретательный,positive,opinion,
964,изощренный,Adj,изощренный,positive,opinion,
965,изуверский,Adj,изуверский,negative,opinion,
966,изумительный,Adj,изумительный,positive,opinion,
967,изысканный,Adj,изысканный,positive,opinion,
968,изящный,Adj,изящный,positive,opinion,
969,иллюзорный,Adj,иллюзорный,negative,opinion,
970,именитый,Adj,именитый,positive,opinion,
973,имперский,Adj,имперский,negative,opinion,
974,импозантный,Adj,импозантный,positive,opinion,
976,индифферентный,Adj,индифферентный,negative,opinion,
977,инертный,Adj,инертный,negative,opinion,
978,инициативный,Adj,инициативный,positive,opinion,
979,инородный,Adj,инородный,negative,opinion,
982,интегральный,Adj,интегральный,positive,opinion,ЦЕЛОСТНЫЙ
983,интеллигентный,Adj,интеллигентный,positive,opinion,
984,интеллигентский,Adj,интеллигентский,positive,opinion,
985,интенсивный,Adj,интенсивный,neutral,opinion,ЯРКИЙ ПО ЦВЕТУ
986,интенсивный,Adj,интенсивный,positive,opinion,"ИНТЕНСИВНЫЙ (НАПРЯЖЕННЫЙ,УСИЛЕННЫЙ)"
988,интереснейший,Adj,интереснейший,positive,opinion,
989,интересненький,Adj,интересненький,positive,opinion,
990,интересный,Adj,интересный,positive,opinion,
991,интриганский,Adj,интриганский,negative,opinion,
997,иррациональный,Adj,иррациональный,negative,opinion,"ИРРАЦИОНАЛЬНЫЙ,ЛОГИЧЕСКИ НЕОБЪЯСНИМЫЙ"
1000,исключительный,Adj,исключительный,positive,opinion,ИСКЛЮЧИТЕЛЬНЫЙ ПО СВОИМ КАЧЕСТВАМ
1001,искренний,Adj,искренний,positive,opinion,
1002,искусный,Adj,искусный,positive,opinion,
1003,искусственный,Adj,искусственный,negative,opinion,ПРИТВОРНЫЙ
1006,исполинский,Adj,исполинский,neutral,opinion,
1007,исполнимый,Adj,исполнимый,positive,opinion,
1009,исполнительный,Adj,исполнительный,positive,opinion,ИСПОЛНИТЕЛЬНЫЙ
1010,исправный,Adj,исправный,positive,opinion,
1011,истинный,Adj,истинный,positive,opinion,
1014,истязательский,Adj,истязательский,negative,opinion,
1015,исхудалый,Adj,исхудалый,negative,opinion,
1017,кабальный,Adj,кабальный,negative,opinion,
1018,каверзный,Adj,каверзный,negative,opinion,
1019,казенный,Adj,казенный,negative,opinion,"БЮРОКРАТИЗМ (ФОРМАЛИЗМ,КАНЦЕЛЯРЩИНА)"
1021,кайфовый,Adj,кайфовый,positive,opinion,
1022,каменный,Adj,каменный,negative,opinion,"БЕЗЖАЛОСТНЫЙ,ЖЕСТОКИЙ"
1024,канительщицкий,Adj,канительщицкий,negative,opinion,
1028,капитальный,Adj,капитальный,positive,opinion,
1029,капризный,Adj,капризный,negative,opinion,
1030,карикатурный,Adj,карикатурный,negative,opinion,КАРИКАТУРНОЕ ПОДОБИЕ
1033,картинный,Adj,картинный,negative,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
1036,катастрофический,Adj,катастрофический,negative,opinion,
1037,катастрофичный,Adj,катастрофичный,negative,opinion,
1039,категоричный,Adj,категоричный,negative,opinion,
1041,качественный,Adj,качественный,positive,opinion,"КАЧЕСТВЕННЫЙ,ВЫСОКОГО КАЧЕСТВА"
1043,кисловатый,Adj,кисловатый,negative,opinion,
1045,кислый,Adj,кислый,negative,opinion,УНЫЛЫЙ
1047,кислый,Adj,кислый,neutral,opinion,КИСЛЫЙ ВКУС
1048,кичливый,Adj,кичливый,negative,opinion,
1049,класный,Adj,класный,positive,opinion,
1050,классненький,Adj,классненький,positive,opinion,
1052,классный,Adj,классный,positive,opinion,ПЕРВОКЛАССНЫЙ
1053,клеветнический,Adj,клеветнический,negative,opinion,
1054,клевый,Adj,клевый,positive,opinion,
1056,коварный,Adj,коварный,positive,opinion,
1058,козырной,Adj,козырной,positive,opinion,КОЗЫРЬ (ПРЕИМУЩЕСТВО)
1059,колдовской,Adj,колдовской,negative,opinion,
1060,коленопреклоненный,Adj,коленопреклоненный,negative,opinion,РАБСКИЙ (ПОКОРНЫЙ)
1063,колкий,Adj,колкий,negative,opinion,"КОЛКИЙ,КОЛЮЧИЙ"
1064,колкий,Adj,колкий,negative,opinion,ЯЗВИТЕЛЬНЫЙ
1065,колкий,Adj,колкий,positive/negative,opinion,КОЛКИЙ (ПОДАТЛИВЫЙ)
1066,коллаборационистский,Adj,коллаборационистский,negative,opinion,
1067,коллизионный,Adj,коллизионный,negative,opinion,
1070,колоритный,Adj,колоритный,positive,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
1071,колоссальный,Adj,колоссальный,neutral,opinion,
1072,колючий,Adj,колючий,negative,opinion,
1075,комический,Adj,комический,positive,opinion,"КОМИЧЕСКИЙ (СМЕШНОЙ,ЗАБАВНЫЙ)"
1076,комичный,Adj,комичный,positive/negative,opinion,
1078,коммуникабельный,Adj,коммуникабельный,positive,opinion,
1079,компанейский,Adj,компанейский,positive,opinion,
1081,компетентный,Adj,компетентный,positive,opinion,"КОМПЕТЕНЦИЯ,ОСВЕДОМЛЕННОСТЬ"
1083,комплиментарный,Adj,комплиментарный,positive,opinion,КОМПЛИМЕНТ (ЛЕСТНЫЙ ОТЗЫВ)
1084,компроматный,Adj,компроматный,negative,opinion,
1085,компромиссный,Adj,компромиссный,positive,opinion,
1086,комфортабельный,Adj,комфортабельный,positive,opinion,
1087,комфортный,Adj,комфортный,positive,opinion,
1090,конструктивный,Adj,конструктивный,positive,opinion,КОНСТРУКТИВНЫЙ (ПОЛЕЗНЫЙ)
1094,контактный,Adj,контактный,positive,opinion,ОБЩИТЕЛЬНЫЙ
1098,контрпродуктивный,Adj,контрпродуктивный,negative,opinion,
1101,конфликтный,Adj,конфликтный,negative,opinion,
1103,конфронтационный,Adj,конфронтационный,negative,opinion,
1105,конченный,Adj,конченный,negative,opinion,
1106,конченый,Adj,конченый,negative,opinion,
1107,копеечный,Adj,копеечный,negative,opinion,НИЗКАЯ ОПЛАТА ТРУДА
1108,копеечный,Adj,копеечный,negative,opinion,"НИЧТОЖНЫЙ,НИЩЕНСКИЙ"
1109,копеечный,Adj,копеечный,negative,opinion,СЛИШКОМ ДЕШЕВЫЙ
1113,коронный,Adj,коронный,positive,opinion,"КОРОННЫЙ (ЛУЧШИЙ,УДАЧНЫЙ)"
1114,корректный,Adj,корректный,positive,opinion,
1120,корыстный,Adj,корыстный,negative,opinion,
1121,корыстолюбивый,Adj,корыстолюбивый,negative,opinion,
1122,корявый,Adj,корявый,negative,opinion,
1125,костлявый,Adj,костлявый,negative,opinion,
1127,кошмарный,Adj,кошмарный,negative,opinion,КОШМАР (ОБСТОЯТЕЛЬСТВА)
1128,кошмарный,Adj,кошмарный,negative,opinion,ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)
1129,кощунственный,Adj,кощунственный,negative,opinion,
1130,крамольный,Adj,крамольный,negative,opinion,
1131,красивейший,Adj,красивейший,positive,opinion,
1132,красивый,Adj,красивый,positive,opinion,
1133,красноречивый,Adj,красноречивый,positive,opinion,
1135,красочный,Adj,красочный,neutral,opinion,ЦВЕТАСТЫЙ
1136,красочный,Adj,красочный,positive,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
1138,крепкий,Adj,крепкий,positive,opinion,"КРЕПКИЙ,ПРОЧНЫЙ"
1139,крепкий,Adj,крепкий,positive,opinion,ПРОЧНЫЙ (НЕИЗМЕННЫЙ)
1140,крепкий,Adj,крепкий,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
1141,крепкий,Adj,крепкий,positive,opinion,ФИЗИЧЕСКИ КРЕПКИЙ
1142,крепкоголовый,Adj,крепкоголовый,negative,opinion,
1143,крепколобый,Adj,крепколобый,negative,opinion,
1144,криворукий,Adj,криворукий,negative,opinion,
1145,кризисный,Adj,кризисный,negative,opinion,
1148,кристальный,Adj,кристальный,positive,opinion,
1149,критиканский,Adj,критиканский,negative,opinion,
1150,критический,Adj,критический,negative,opinion,КРИТИЧЕСКИ ОПАСНЫЙ
1153,критичный,Adj,критичный,negative,opinion,
1155,кровожадный,Adj,кровожадный,negative,opinion,
1159,кромешный,Adj,кромешный,negative,opinion,
1160,кропотливый,Adj,кропотливый,positive,opinion,
1161,кроткий,Adj,кроткий,positive,opinion,
1162,крутой,Adj,крутой,negative,opinion,КРУТОЙ (СУРОВЫЙ)
1164,крутой,Adj,крутой,neutral,opinion,КРУТОЙ (ГУСТОЙ)
1165,крутой,Adj,крутой,positive,opinion,КРУТОЙ (МОДНЫЙ)
1166,крючкотворский,Adj,крючкотворский,negative,opinion,
1168,кудеснический,Adj,кудеснический,positive,opinion,
1169,кулуарный,Adj,кулуарный,negative,opinion,
1172,кунацкий,Adj,кунацкий,positive,opinion,
1173,кустарный,Adj,кустарный,negative,opinion,ТОПОРНО ИЗГОТОВЛЕННЫЙ
1175,лавиноопасный,Adj,лавиноопасный,negative,opinion,
1177,лаконичный,Adj,лаконичный,positive,opinion,
1178,ласковый,Adj,ласковый,positive,opinion,
1179,латентный,Adj,латентный,neutral,opinion,
1180,легальный,Adj,легальный,positive,opinion,
1182,легендарный,Adj,легендарный,positive,opinion,ЛЕГЕНДАРНЫЙ (ШИРОКОИЗВЕСТНЫЙ)
1183,легитимный,Adj,легитимный,positive,opinion,
1184,легкий,Adj,легкий,negative,opinion,"ЛЕГКИЙ (ПОВЕРХНОСТНЫЙ,ЛЕГКОМЫСЛЕННЫЙ)"
1185,легкий,Adj,легкий,neutral,opinion,ЛЕГКИЙ ПО ВЕСУ
1186,легкий,Adj,легкий,neutral,opinion,"ЛЕГКИЙ ПО СИЛЕ,СТЕПЕНИ"
1187,легкий,Adj,легкий,positive,opinion,"ЛЕГКИЙ,НЕТРУДНЫЙ"
1188,легкий,Adj,легкий,positive,opinion,ПОКЛАДИСТЫЙ
1189,легковесный,Adj,легковесный,negative,opinion,ЛЕГКОВЕСНЫЙ (ПОВЕРХНОСТНЫЙ)
1190,легковесный,Adj,легковесный,neutral,opinion,ЛЕГКИЙ ПО ВЕСУ
1191,легковыполняемый,Adj,легковыполняемый,positive,opinion,
1192,легкомысленный,Adj,легкомысленный,negative,opinion,
1193,легонький,Adj,легонький,positive,opinion,
1194,леденящий,Adj,леденящий,negative,opinion,
1195,ледяной,Adj,ледяной,negative,opinion,ЛЕДЯНОЙ (ОЧЕНЬ ХОЛОДНЫЙ)
1196,ледяной,Adj,ледяной,negative,opinion,ЛЕДЯНОЙ (ПРЕЗРИТЕЛЬНО-ХОЛОДНЫЙ)
1200,ленивый,Adj,ленивый,negative,opinion,
1201,лестный,Adj,лестный,positive,opinion,
1204,лженаучный,Adj,лженаучный,negative,opinion,
1205,лживый,Adj,лживый,negative,opinion,
1206,липовый,Adj,липовый,negative,opinion,"ПОДДЕЛКА,ФАЛЬШИВКА"
1209,лихаческий,Adj,лихаческий,negative,opinion,
1213,лихорадочный,Adj,лихорадочный,negative,opinion,НЕРВНЫЙ (ПОРЫВИСТЫЙ И СУДОРОЖНЫЙ)
1214,лицемерный,Adj,лицемерный,negative,opinion,
1215,лицемерский,Adj,лицемерский,negative,opinion,
1216,лицеприятный,Adj,лицеприятный,negative,opinion,
1217,лишний,Adj,лишний,negative,opinion,"ИЗБЫТОЧНЫЙ,ИЗЛИШНИЙ"
1218,лишний,Adj,лишний,negative,opinion,"ЛИШНИЙ (НЕНУЖНЫЙ,БЕСПОЛЕЗНЫЙ)"
1220,ловкаческий,Adj,ловкаческий,negative,opinion,
1221,ловкий,Adj,ловкий,positive,opinion,
1223,логический,Adj,логический,positive,opinion,ЛОГИКА (ВНУТРЕННЯЯ ЗАКОНОМЕРНОСТЬ)
1224,логичный,Adj,логичный,positive,opinion,
1225,ложный,Adj,ложный,negative,opinion,
1226,ломкий,Adj,ломкий,negative,opinion,
1227,лояльный,Adj,лояльный,positive,opinion,
1228,лукавый,Adj,лукавый,positive,opinion,
1229,лучезарный,Adj,лучезарный,positive,opinion,
1230,лучистый,Adj,лучистый,positive,opinion,
1231,лучший,Adj,лучший,positive,opinion,
1232,лысоватый,Adj,лысоватый,negative,opinion,
1235,льстивый,Adj,льстивый,negative,opinion,
1236,любезный,Adj,любезный,positive,opinion,
1237,любимый,Adj,любимый,positive,opinion,
1239,любопытнейший,Adj,любопытнейший,positive,opinion,
1241,любопытный,Adj,любопытный,positive,opinion,ЛЮБОПЫТНЫЙ (ИНТЕРЕСНЫЙ)
1243,лютый,Adj,лютый,negative,opinion,
1244,магический,Adj,магический,positive,opinion,
1247,мазохистский,Adj,мазохистский,negative,opinion,
1248,малейший,Adj,малейший,negative,opinion,
1249,маловажный,Adj,маловажный,negative,opinion,
1250,маловразумительный,Adj,маловразумительный,negative,opinion,
1251,маловыгодный,Adj,маловыгодный,negative,opinion,
1252,маловыразительный,Adj,маловыразительный,negative,opinion,
1253,малограмотный,Adj,малограмотный,negative,opinion,
1254,малодушный,Adj,малодушный,negative,opinion,
1255,малозначащий,Adj,малозначащий,negative,opinion,
1256,малозначимый,Adj,малозначимый,negative,opinion,
1257,малозначительный,Adj,малозначительный,negative,opinion,
1258,малоимущий,Adj,малоимущий,negative,opinion,
1259,малоинтересный,Adj,малоинтересный,negative,opinion,
1260,малокомпетентный,Adj,малокомпетентный,negative,opinion,
1261,малообеспеченный,Adj,малообеспеченный,negative,opinion,
1262,малообоснованный,Adj,малообоснованный,negative,opinion,
1263,малообразованный,Adj,малообразованный,negative,opinion,
1264,малообщительный,Adj,малообщительный,negative,opinion,
1265,малоопытный,Adj,малоопытный,negative,opinion,
1266,малоосмысленный,Adj,малоосмысленный,negative,opinion,
1267,малопонятный,Adj,малопонятный,negative,opinion,
1268,малопочтенный,Adj,малопочтенный,negative,opinion,
1269,малопригодный,Adj,малопригодный,negative,opinion,
1270,малопримечательный,Adj,малопримечательный,negative,opinion,
1271,малопристойный,Adj,малопристойный,negative,opinion,
1272,малоприятный,Adj,малоприятный,negative,opinion,
1273,малопродуктивный,Adj,малопродуктивный,negative,opinion,
1274,малореалистичный,Adj,малореалистичный,negative,opinion,
1275,малорезультативный,Adj,малорезультативный,negative,opinion,
1276,малосведущий,Adj,малосведущий,negative,opinion,
1277,малосильный,Adj,малосильный,negative,opinion,
1278,малосимпатичный,Adj,малосимпатичный,negative,opinion,
1279,малосодержательный,Adj,малосодержательный,negative,opinion,
1280,малосущественный,Adj,малосущественный,negative,opinion,
1281,малоубедительный,Adj,малоубедительный,negative,opinion,
1282,малоудачный,Adj,малоудачный,negative,opinion,
1283,малоутешительный,Adj,малоутешительный,negative,opinion,
1284,малоэффективный,Adj,малоэффективный,negative,opinion,
1287,маниакальный,Adj,маниакальный,negative,opinion,МАНИЯ (СИЛЬНОЕ ПРИСТРАСТИЕ)
1288,манипулятивный,Adj,манипулятивный,negative,opinion,
1290,маразматический,Adj,маразматический,negative,opinion,"МАРАЗМ,ИДИОТИЗМ"
1291,марионеточный,Adj,марионеточный,negative,opinion,МАРИОНЕТКА (ЧЕЛОВЕК)
1294,мастерский,Adj,мастерский,positive,opinion,
1295,маститый,Adj,маститый,positive,opinion,
1297,матерый,Adj,матерый,negative,opinion,"ОТЪЯВЛЕННЫЙ,ПРОЖЖЕНЫЙ"
1298,матерый,Adj,матерый,neutral,opinion,МАТЕРЫЙ (ЗРЕЛЫЙ)
1299,мафиозный,Adj,мафиозный,negative,opinion,
1300,махровый,Adj,махровый,negative,opinion,"ОТЪЯВЛЕННЫЙ,ПРОЖЖЕНЫЙ"
1302,медлительный,Adj,медлительный,negative,opinion,
1303,медовый,Adj,медовый,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
1306,мелкий,Adj,мелкий,negative,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
1307,мелкий,Adj,мелкий,neutral,opinion,МЕЛКИЙ (НЕБОЛЬШОЙ)
1308,мелкий,Adj,мелкий,neutral,opinion,МЕЛКИЙ ПО ГЛУБИНЕ
1309,мелковатый,Adj,мелковатый,negative,opinion,
1310,мелкотравчатый,Adj,мелкотравчатый,negative,opinion,
1311,мелодичный,Adj,мелодичный,positive,opinion,
1313,мельчайший,Adj,мельчайший,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
1315,менторский,Adj,менторский,negative,opinion,
1316,мерзкий,Adj,мерзкий,negative,opinion,
1317,мерзопакостный,Adj,мерзопакостный,negative,opinion,
1318,мерзостный,Adj,мерзостный,negative,opinion,
1319,меркантильный,Adj,меркантильный,negative,opinion,
1320,местечковый,Adj,местечковый,negative,opinion,
1322,меткий,Adj,меткий,positive,opinion,
1326,мизерный,Adj,мизерный,negative,opinion,
1327,милейший,Adj,милейший,positive,opinion,
1328,миловидный,Adj,миловидный,positive,opinion,
1330,милый,Adj,милый,positive,opinion,
1335,мирный,Adj,мирный,positive,opinion,"МИРНЫЙ (СПОКОЙНЫЙ,ЧУЖДЫЙ ВОЛНЕНИЙ)"
1336,мирный,Adj,мирный,positive,opinion,МИРОЛЮБИЕ
1337,миролюбивый,Adj,миролюбивый,positive,opinion,
1338,мифический,Adj,мифический,negative,opinion,"ВЫДУМКА,ВЫМЫСЕЛ"
1340,мнимый,Adj,мнимый,negative,opinion,ПРИТВОРНЫЙ
1341,мнимый,Adj,мнимый,neutral,opinion,МНИМЫЙ (ВООБРАЖАЕМЫЙ)
1342,мнительный,Adj,мнительный,negative,opinion,
1343,многогранный,Adj,многогранный,positive,opinion,
1344,многозначительный,Adj,многозначительный,positive,opinion,
1345,многомудрый,Adj,многомудрый,positive,opinion,
1346,многообещающий,Adj,многообещающий,positive,opinion,
1347,многословный,Adj,многословный,negative,opinion,
1348,многосторонний,Adj,многосторонний,positive,opinion,
1349,многотрудный,Adj,многотрудный,negative,opinion,
1350,могучий,Adj,могучий,positive,opinion,
1351,могущественный,Adj,могущественный,positive,opinion,
1356,модный,Adj,модный,positive,opinion,МОДНЫЙ (ПОПУЛЯРНЫЙ)
1357,модный,Adj,модный,positive,opinion,"МОДНЫЙ,СТИЛЬНЫЙ"
1358,молодцеватый,Adj,молодцеватый,positive,opinion,
1360,молчаливый,Adj,молчаливый,positive/negative,opinion,"МОЛЧАЛИВЫЙ,НЕРАЗГОВОРЧИВЫЙ"
1361,моралистический,Adj,моралистический,negative,opinion,
1363,моральный,Adj,моральный,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
1365,мотовской,Adj,мотовской,negative,opinion,
1366,мошеннический,Adj,мошеннический,negative,opinion,
1371,мракобесный,Adj,мракобесный,negative,opinion,
1372,мрачноватый,Adj,мрачноватый,negative,opinion,
1373,мрачный,Adj,мрачный,negative,opinion,
1375,мужественный,Adj,мужественный,positive,opinion,
1377,музыкальный,Adj,музыкальный,positive,opinion,МЕЛОДИЧНЫЙ
1379,мутноватый,Adj,мутноватый,negative,opinion,
1380,мутный,Adj,мутный,negative,opinion,
1381,муторный,Adj,муторный,negative,opinion,
1384,мучительский,Adj,мучительский,negative,opinion,
1385,мягкий,Adj,мягкий,neutral,opinion,МЯГКИЙ ПРИ НАДАВЛИВАНИИ
1387,мягкий,Adj,мягкий,positive,opinion,МЯГКИЙ ПО ХАРАКТЕРУ
1388,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕРЕЗКИЙ"
1389,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕСТРОГИЙ"
1390,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕЧЕРСТВЫЙ"
1391,мягкосердечный,Adj,мягкосердечный,positive,opinion,
1392,мягкотелый,Adj,мягкотелый,negative,opinion,
1393,мясистый,Adj,мясистый,neutral,opinion,
1396,мятый,Adj,мятый,negative,opinion,
1397,набитый,Adj,набитый,negative,opinion,
1399,наблюдательный,Adj,наблюдательный,positive,opinion,НАБЛЮДАТЕЛЬНЫЙ (ВНИМАТЕЛЬНЫЙ)
1400,набожный,Adj,набожный,positive,opinion,
1401,наболевший,Adj,наболевший,negative,opinion,
1402,навязчивый,Adj,навязчивый,negative,opinion,
1403,нагловатый,Adj,нагловатый,negative,opinion,
1404,наглый,Adj,наглый,negative,opinion,
1406,надежный,Adj,надежный,positive,opinion,
1407,надменный,Adj,надменный,negative,opinion,
1408,надоедливый,Adj,надоедливый,negative,opinion,
