,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
611,завышенный,Adj,завышенный,negative,opinion,
612,заговорщицкий,Adj,заговорщицкий,negative,opinion,
613,заговорщический,Adj,заговорщический,negative,opinion,
614,загорелый,Adj,загорелый,positive,opinion,
615,загрубелый,Adj,загрубелый,negative,opinion,
616,задушевный,Adj,задушевный,positive,opinion,
617,заезженный,Adj,заезженный,negative,opinion,
618,зажатый,Adj,зажатый,negative,opinion,
619,зажиточный,Adj,зажиточный,positive,opinion,
620,зазорный,Adj,зазорный,negative,opinion,"ПОЗОРНЫЙ,ПОСТЫДНЫЙ"
621,заинтересованный,Adj,заинтересованный,positive,opinion,"ВЫГОДА,ПОЛЬЗА"
622,заклятый,Adj,заклятый,negative,opinion,
623,законный,Adj,законный,positive,opinion,
624,закономерный,Adj,закономерный,positive,opinion,"ЗАКОННЫЙ,ЗАКОНОМЕРНЫЙ (ВПОЛНЕ ПОНЯТНЫЙ,ДОПУСТИМЫЙ)"
625,законопослушный,Adj,законопослушный,positive,opinion,
626,законоустановленный,Adj,законоустановленный,positive,opinion,
627,закоперщицкий,Adj,закоперщицкий,positive/negative,opinion,
628,закоренелый,Adj,закоренелый,negative,opinion,
629,закоснелый,Adj,закоснелый,negative,opinion,
630,закулисный,Adj,закулисный,negative,opinion,
631,заманчивый,Adj,заманчивый,positive,opinion,
632,заматерелый,Adj,заматерелый,negative,opinion,
633,замечательный,Adj,замечательный,positive,opinion,
634,замкнутый,Adj,замкнутый,negative,opinion,
635,занимательный,Adj,занимательный,positive,opinion,
636,заносчивый,Adj,заносчивый,negative,opinion,
637,заношенный,Adj,заношенный,negative,opinion,
638,занудливый,Adj,занудливый,negative,opinion,
639,занудный,Adj,занудный,negative,opinion,
640,занятный,Adj,занятный,positive,opinion,
641,запальчивый,Adj,запальчивый,negative,opinion,
642,запоздалый,Adj,запоздалый,negative,opinion,
643,запутанный,Adj,запутанный,negative,opinion,
644,запущенный,Adj,запущенный,negative,opinion,
645,застарелый,Adj,застарелый,negative,opinion,
646,застойный,Adj,застойный,negative,opinion,
647,затасканный,Adj,затасканный,negative,opinion,
648,заторможенный,Adj,заторможенный,negative,opinion,
649,затруднительный,Adj,затруднительный,negative,opinion,
650,затхлый,Adj,затхлый,negative,opinion,
651,затяжной,Adj,затяжной,negative,opinion,
652,затянутый,Adj,затянутый,negative,opinion,
653,заумный,Adj,заумный,negative,opinion,
654,заунывный,Adj,заунывный,negative,opinion,
655,заурядный,Adj,заурядный,negative,opinion,
656,захватнический,Adj,захватнический,negative,opinion,
657,захолустный,Adj,захолустный,negative,opinion,
658,зачинщицкий,Adj,зачинщицкий,negative,opinion,
659,заштатный,Adj,заштатный,negative,opinion,
660,защитнический,Adj,защитнический,positive,opinion,
661,звериный,Adj,звериный,negative,opinion,ЗВЕРСТВО (ЖЕСТОКОСТЬ)
662,зверский,Adj,зверский,negative,opinion,
663,звонкий,Adj,звонкий,positive,opinion,
664,звучный,Adj,звучный,positive,opinion,
665,здоровенный,Adj,здоровенный,neutral,opinion,
666,здоровский,Adj,здоровский,negative,opinion,
667,здоровый,Adj,здоровый,neutral,opinion,"ОГРОМНЫЙ ПО РАЗМЕРУ,СТЕПЕНИ"
668,здоровый,Adj,здоровый,positive,opinion,"ЗДОРОВЫЙ,НЕБОЛЬНОЙ"
669,здоровый,Adj,здоровый,positive,opinion,"ЗДОРОВЫЙ,ПОЛЕЗНЫЙ ДЛЯ ЗДОРОВЬЯ"
670,здравомыслящий,Adj,здравомыслящий,positive,opinion,
671,здравый,Adj,здравый,positive,opinion,
672,зеленый,Adj,зеленый,negative,opinion,ЗЕЛЕНЫЙ (БЛЕДНЫЙ (О ЦВЕТЕ ЛИЦА)
673,зеленый,Adj,зеленый,negative,opinion,"НЕЗРЕЛЫЙ,НЕСПЕЛЫЙ"
674,зеленый,Adj,зеленый,negative,opinion,НЕОПЫТНЫЙ
675,злобный,Adj,злобный,negative,opinion,
676,зловещий,Adj,зловещий,negative,opinion,
677,зловредный,Adj,зловредный,negative,opinion,
678,злодейский,Adj,злодейский,negative,opinion,
679,злой,Adj,злой,negative,opinion,
680,злокачественный,Adj,злокачественный,negative,opinion,
681,злокозненный,Adj,злокозненный,negative,opinion,
682,злонамеренный,Adj,злонамеренный,negative,opinion,
683,злопамятный,Adj,злопамятный,negative,opinion,
684,злополучный,Adj,злополучный,negative,opinion,
685,злопыхательный,Adj,злопыхательный,negative,opinion,
686,злопыхательский,Adj,злопыхательский,negative,opinion,
687,злорадный,Adj,злорадный,negative,opinion,
688,злостный,Adj,злостный,negative,opinion,
689,злосчастный,Adj,злосчастный,negative,opinion,
690,злоумышленный,Adj,злоумышленный,negative,opinion,
691,знаменитый,Adj,знаменитый,positive,opinion,
692,значимый,Adj,значимый,positive,opinion,
693,значительный,Adj,значительный,positive,opinion,
694,зоркий,Adj,зоркий,positive,opinion,
695,зрелищный,Adj,зрелищный,positive,opinion,ЗРЕЛИЩНЫЙ (ВПЕЧАТЛЯЮЩИЙ)
696,зрелый,Adj,зрелый,positive,opinion,"ЗРЕЛЫЙ,СПЕЛЫЙ"
697,зряшный,Adj,зряшный,negative,opinion,
698,зубоскальский,Adj,зубоскальский,negative,opinion,
699,зыбкий,Adj,зыбкий,negative,opinion,
700,игривый,Adj,игривый,positive,opinion,
701,игрушечный,Adj,игрушечный,negative,opinion,НАИГРАННЫЙ
702,игрушечный,Adj,игрушечный,neutral,opinion,ИГРУШЕЧНЫЙ (ОЧЕНЬ МАЛЕНЬКИЙ)
703,идеальный,Adj,идеальный,positive,opinion,
704,идиллический,Adj,идиллический,positive,opinion,
705,идиотский,Adj,идиотский,negative,opinion,
706,иезуитский,Adj,иезуитский,negative,opinion,ИЕЗУИТСТВО (ЛИЦЕМЕРИЕ)
707,иждивенческий,Adj,иждивенческий,negative,opinion,
708,избалованный,Adj,избалованный,negative,opinion,
709,избитый,Adj,избитый,negative,opinion,БАНАЛЬНЫЙ
710,избыточный,Adj,избыточный,negative,opinion,
711,изветшалый,Adj,изветшалый,negative,opinion,
712,изворотливый,Adj,изворотливый,negative,opinion,"ЛОВКИЙ,ПРОНЫРЛИВЫЙ"
713,изворотливый,Adj,изворотливый,positive,opinion,УВЕРТЛИВЫЙ
714,извращенный,Adj,извращенный,negative,opinion,
715,издевательский,Adj,издевательский,negative,opinion,
716,излишний,Adj,излишний,negative,opinion,
717,излюбленный,Adj,излюбленный,positive,opinion,
718,изменнический,Adj,изменнический,negative,opinion,
719,измывательский,Adj,измывательский,negative,opinion,
720,изношенный,Adj,изношенный,negative,opinion,
721,изнурительный,Adj,изнурительный,negative,opinion,
722,изобильный,Adj,изобильный,positive,opinion,
723,изобретательный,Adj,изобретательный,positive,opinion,
724,изощренный,Adj,изощренный,positive,opinion,
725,изуверский,Adj,изуверский,negative,opinion,
726,изумительный,Adj,изумительный,positive,opinion,
727,изысканный,Adj,изысканный,positive,opinion,
728,изящный,Adj,изящный,positive,opinion,
729,иллюзорный,Adj,иллюзорный,negative,opinion,
730,именитый,Adj,именитый,positive,opinion,
731,имперский,Adj,имперский,negative,opinion,
732,импозантный,Adj,импозантный,positive,opinion,
733,индифферентный,Adj,индифферентный,negative,opinion,
734,инертный,Adj,инертный,negative,opinion,
735,инициативный,Adj,инициативный,positive,opinion,
736,инородный,Adj,инородный,negative,opinion,
737,интегральный,Adj,интегральный,positive,opinion,ЦЕЛОСТНЫЙ
738,интеллигентный,Adj,интеллигентный,positive,opinion,
739,интеллигентский,Adj,интеллигентский,positive,opinion,
740,интенсивный,Adj,интенсивный,neutral,opinion,ЯРКИЙ ПО ЦВЕТУ
741,интенсивный,Adj,интенсивный,positive,opinion,"ИНТЕНСИВНЫЙ (НАПРЯЖЕННЫЙ,УСИЛЕННЫЙ)"
742,интереснейший,Adj,интереснейший,positive,opinion,
743,интересненький,Adj,интересненький,positive,opinion,
744,интересный,Adj,интересный,positive,opinion,
745,интриганский,Adj,интриганский,negative,opinion,
746,иррациональный,Adj,иррациональный,negative,opinion,"ИРРАЦИОНАЛЬНЫЙ,ЛОГИЧЕСКИ НЕОБЪЯСНИМЫЙ"
747,исключительный,Adj,исключительный,positive,opinion,ИСКЛЮЧИТЕЛЬНЫЙ ПО СВОИМ КАЧЕСТВАМ
748,искренний,Adj,искренний,positive,opinion,
749,искусный,Adj,искусный,positive,opinion,
750,искусственный,Adj,искусственный,negative,opinion,ПРИТВОРНЫЙ
751,исполинский,Adj,исполинский,neutral,opinion,
752,исполнимый,Adj,исполнимый,positive,opinion,
753,исполнительный,Adj,исполнительный,positive,opinion,ИСПОЛНИТЕЛЬНЫЙ
754,исправный,Adj,исправный,positive,opinion,
755,истинный,Adj,истинный,positive,opinion,
756,истязательский,Adj,истязательский,negative,opinion,
757,исхудалый,Adj,исхудалый,negative,opinion,
758,кабальный,Adj,кабальный,negative,opinion,
759,каверзный,Adj,каверзный,negative,opinion,
760,казенный,Adj,казенный,negative,opinion,"БЮРОКРАТИЗМ (ФОРМАЛИЗМ,КАНЦЕЛЯРЩИНА)"
761,кайфовый,Adj,кайфовый,positive,opinion,
762,каменный,Adj,каменный,negative,opinion,"БЕЗЖАЛОСТНЫЙ,ЖЕСТОКИЙ"
763,канительщицкий,Adj,канительщицкий,negative,opinion,
764,капитальный,Adj,капитальный,positive,opinion,
765,капризный,Adj,капризный,negative,opinion,
766,карикатурный,Adj,карикатурный,negative,opinion,КАРИКАТУРНОЕ ПОДОБИЕ
767,картинный,Adj,картинный,negative,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
768,катастрофический,Adj,катастрофический,negative,opinion,
769,катастрофичный,Adj,катастрофичный,negative,opinion,
770,категоричный,Adj,категоричный,negative,opinion,
771,качественный,Adj,качественный,positive,opinion,"КАЧЕСТВЕННЫЙ,ВЫСОКОГО КАЧЕСТВА"
772,кисловатый,Adj,кисловатый,negative,opinion,
773,кислый,Adj,кислый,negative,opinion,УНЫЛЫЙ
774,кислый,Adj,кислый,neutral,opinion,КИСЛЫЙ ВКУС
775,кичливый,Adj,кичливый,negative,opinion,
776,класный,Adj,класный,positive,opinion,
777,классненький,Adj,классненький,positive,opinion,
778,классный,Adj,классный,positive,opinion,ПЕРВОКЛАССНЫЙ
779,клеветнический,Adj,клеветнический,negative,opinion,
780,клевый,Adj,клевый,positive,opinion,
781,коварный,Adj,коварный,positive,opinion,
782,козырной,Adj,козырной,positive,opinion,КОЗЫРЬ (ПРЕИМУЩЕСТВО)
783,колдовской,Adj,колдовской,negative,opinion,
784,коленопреклоненный,Adj,коленопреклоненный,negative,opinion,РАБСКИЙ (ПОКОРНЫЙ)
785,колкий,Adj,колкий,negative,opinion,"КОЛКИЙ,КОЛЮЧИЙ"
786,колкий,Adj,колкий,negative,opinion,ЯЗВИТЕЛЬНЫЙ
787,колкий,Adj,колкий,positive/negative,opinion,КОЛКИЙ (ПОДАТЛИВЫЙ)
788,коллаборационистский,Adj,коллаборационистский,negative,opinion,
789,коллизионный,Adj,коллизионный,negative,opinion,
790,колоритный,Adj,колоритный,positive,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
791,колоссальный,Adj,колоссальный,neutral,opinion,
792,колючий,Adj,колючий,negative,opinion,
793,комический,Adj,комический,positive,opinion,"КОМИЧЕСКИЙ (СМЕШНОЙ,ЗАБАВНЫЙ)"
794,комичный,Adj,комичный,positive/negative,opinion,
795,коммуникабельный,Adj,коммуникабельный,positive,opinion,
796,компанейский,Adj,компанейский,positive,opinion,
797,компетентный,Adj,компетентный,positive,opinion,"КОМПЕТЕНЦИЯ,ОСВЕДОМЛЕННОСТЬ"
798,комплиментарный,Adj,комплиментарный,positive,opinion,КОМПЛИМЕНТ (ЛЕСТНЫЙ ОТЗЫВ)
799,компроматный,Adj,компроматный,negative,opinion,
800,компромиссный,Adj,компромиссный,positive,opinion,
801,комфортабельный,Adj,комфортабельный,positive,opinion,
802,комфортный,Adj,комфортный,positive,opinion,
803,конструктивный,Adj,конструктивный,positive,opinion,КОНСТРУКТИВНЫЙ (ПОЛЕЗНЫЙ)
804,контактный,Adj,контактный,positive,opinion,ОБЩИТЕЛЬНЫЙ
805,контрпродуктивный,Adj,контрпродуктивный,negative,opinion,
806,конфликтный,Adj,конфликтный,negative,opinion,
807,конфронтационный,Adj,конфронтационный,negative,opinion,
808,конченный,Adj,конченный,negative,opinion,
809,конченый,Adj,конченый,negative,opinion,
810,копеечный,Adj,копеечный,negative,opinion,НИЗКАЯ ОПЛАТА ТРУДА
811,копеечный,Adj,копеечный,negative,opinion,"НИЧТОЖНЫЙ,НИЩЕНСКИЙ"
812,копеечный,Adj,копеечный,negative,opinion,СЛИШКОМ ДЕШЕВЫЙ
813,коронный,Adj,коронный,positive,opinion,"КОРОННЫЙ (ЛУЧШИЙ,УДАЧНЫЙ)"
814,корректный,Adj,корректный,positive,opinion,
815,корыстный,Adj,корыстный,negative,opinion,
816,корыстолюбивый,Adj,корыстолюбивый,negative,opinion,
817,корявый,Adj,корявый,negative,opinion,
818,костлявый,Adj,костлявый,negative,opinion,
819,кошмарный,Adj,кошмарный,negative,opinion,КОШМАР (ОБСТОЯТЕЛЬСТВА)
820,кошмарный,Adj,кошмарный,negative,opinion,ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)
821,кощунственный,Adj,кощунственный,negative,opinion,
822,крамольный,Adj,крамольный,negative,opinion,
823,красивейший,Adj,красивейший,positive,opinion,
824,красивый,Adj,красивый,positive,opinion,
825,красноречивый,Adj,красноречивый,positive,opinion,
826,красочный,Adj,красочный,neutral,opinion,ЦВЕТАСТЫЙ
827,красочный,Adj,красочный,positive,opinion,"ЖИВОПИСНЫЙ,КОЛОРИТНЫЙ"
828,крепкий,Adj,крепкий,positive,opinion,"КРЕПКИЙ,ПРОЧНЫЙ"
829,крепкий,Adj,крепкий,positive,opinion,ПРОЧНЫЙ (НЕИЗМЕННЫЙ)
830,крепкий,Adj,крепкий,positive,opinion,"ТВЕРДОСТЬ,СТОЙКОСТЬ,НЕПОКОЛЕБИМОСТЬ"
831,крепкий,Adj,крепкий,positive,opinion,ФИЗИЧЕСКИ КРЕПКИЙ
832,крепкоголовый,Adj,крепкоголовый,negative,opinion,
833,крепколобый,Adj,крепколобый,negative,opinion,
834,криворукий,Adj,криворукий,negative,opinion,
835,кризисный,Adj,кризисный,negative,opinion,
836,кристальный,Adj,кристальный,positive,opinion,
837,критиканский,Adj,критиканский,negative,opinion,
838,критический,Adj,критический,negative,opinion,КРИТИЧЕСКИ ОПАСНЫЙ
839,критичный,Adj,критичный,negative,opinion,
840,кровожадный,Adj,кровожадный,negative,opinion,
841,кромешный,Adj,кромешный,negative,opinion,
842,кропотливый,Adj,кропотливый,positive,opinion,
843,кроткий,Adj,кроткий,positive,opinion,
844,крутой,Adj,крутой,negative,opinion,КРУТОЙ (СУРОВЫЙ)
845,крутой,Adj,крутой,neutral,opinion,КРУТОЙ (ГУСТОЙ)
846,крутой,Adj,крутой,positive,opinion,КРУТОЙ (МОДНЫЙ)
847,крючкотворский,Adj,крючкотворский,negative,opinion,
848,кудеснический,Adj,кудеснический,positive,opinion,
849,кулуарный,Adj,кулуарный,negative,opinion,
850,кунацкий,Adj,кунацкий,positive,opinion,
851,кустарный,Adj,кустарный,negative,opinion,ТОПОРНО ИЗГОТОВЛЕННЫЙ
852,лавиноопасный,Adj,лавиноопасный,negative,opinion,
853,лаконичный,Adj,лаконичный,positive,opinion,
854,ласковый,Adj,ласковый,positive,opinion,
855,латентный,Adj,латентный,neutral,opinion,
856,легальный,Adj,легальный,positive,opinion,
857,легендарный,Adj,легендарный,positive,opinion,ЛЕГЕНДАРНЫЙ (ШИРОКОИЗВЕСТНЫЙ)
858,легитимный,Adj,легитимный,positive,opinion,
859,легкий,Adj,легкий,negative,opinion,"ЛЕГКИЙ (ПОВЕРХНОСТНЫЙ,ЛЕГКОМЫСЛЕННЫЙ)"
860,легкий,Adj,легкий,neutral,opinion,ЛЕГКИЙ ПО ВЕСУ
861,легкий,Adj,легкий,neutral,opinion,"ЛЕГКИЙ ПО СИЛЕ,СТЕПЕНИ"
862,легкий,Adj,легкий,positive,opinion,"ЛЕГКИЙ,НЕТРУДНЫЙ"
863,легкий,Adj,легкий,positive,opinion,ПОКЛАДИСТЫЙ
864,легковесный,Adj,легковесный,negative,opinion,ЛЕГКОВЕСНЫЙ (ПОВЕРХНОСТНЫЙ)
865,легковесный,Adj,легковесный,neutral,opinion,ЛЕГКИЙ ПО ВЕСУ
866,легковыполняемый,Adj,легковыполняемый,positive,opinion,
867,легкомысленный,Adj,легкомысленный,negative,opinion,
868,легонький,Adj,легонький,positive,opinion,
869,леденящий,Adj,леденящий,negative,opinion,
870,ледяной,Adj,ледяной,negative,opinion,ЛЕДЯНОЙ (ОЧЕНЬ ХОЛОДНЫЙ)
871,ледяной,Adj,ледяной,negative,opinion,ЛЕДЯНОЙ (ПРЕЗРИТЕЛЬНО-ХОЛОДНЫЙ)
872,ленивый,Adj,ленивый,negative,opinion,
873,лестный,Adj,лестный,positive,opinion,
874,лженаучный,Adj,лженаучный,negative,opinion,
875,лживый,Adj,лживый,negative,opinion,
876,липовый,Adj,липовый,negative,opinion,"ПОДДЕЛКА,ФАЛЬШИВКА"
877,лихаческий,Adj,лихаческий,negative,opinion,
878,лихорадочный,Adj,лихорадочный,negative,opinion,НЕРВНЫЙ (ПОРЫВИСТЫЙ И СУДОРОЖНЫЙ)
879,лицемерный,Adj,лицемерный,negative,opinion,
880,лицемерский,Adj,лицемерский,negative,opinion,
881,лицеприятный,Adj,лицеприятный,negative,opinion,
882,лишний,Adj,лишний,negative,opinion,"ИЗБЫТОЧНЫЙ,ИЗЛИШНИЙ"
883,лишний,Adj,лишний,negative,opinion,"ЛИШНИЙ (НЕНУЖНЫЙ,БЕСПОЛЕЗНЫЙ)"
884,ловкаческий,Adj,ловкаческий,negative,opinion,
885,ловкий,Adj,ловкий,positive,opinion,
886,логический,Adj,логический,positive,opinion,ЛОГИКА (ВНУТРЕННЯЯ ЗАКОНОМЕРНОСТЬ)
887,логичный,Adj,логичный,positive,opinion,
888,ложный,Adj,ложный,negative,opinion,
889,ломкий,Adj,ломкий,negative,opinion,
890,лояльный,Adj,лояльный,positive,opinion,
891,лукавый,Adj,лукавый,positive,opinion,
892,лучезарный,Adj,лучезарный,positive,opinion,
893,лучистый,Adj,лучистый,positive,opinion,
894,лучший,Adj,лучший,positive,opinion,
895,лысоватый,Adj,лысоватый,negative,opinion,
896,льстивый,Adj,льстивый,negative,opinion,
897,любезный,Adj,любезный,positive,opinion,
898,любимый,Adj,любимый,positive,opinion,
899,любопытнейший,Adj,любопытнейший,positive,opinion,
900,любопытный,Adj,любопытный,positive,opinion,ЛЮБОПЫТНЫЙ (ИНТЕРЕСНЫЙ)
901,лютый,Adj,лютый,negative,opinion,
902,магический,Adj,магический,positive,opinion,
903,мазохистский,Adj,мазохистский,negative,opinion,
904,малейший,Adj,малейший,negative,opinion,
905,маловажный,Adj,маловажный,negative,opinion,
906,маловразумительный,Adj,маловразумительный,negative,opinion,
907,маловыгодный,Adj,маловыгодный,negative,opinion,
908,маловыразительный,Adj,маловыразительный,negative,opinion,
909,малограмотный,Adj,малограмотный,negative,opinion,
910,малодушный,Adj,малодушный,negative,opinion,
911,малозначащий,Adj,малозначащий,negative,opinion,
912,малозначимый,Adj,малозначимый,negative,opinion,
913,малозначительный,Adj,малозначительный,negative,opinion,
914,малоимущий,Adj,малоимущий,negative,opinion,
915,малоинтересный,Adj,малоинтересный,negative,opinion,
916,малокомпетентный,Adj,малокомпетентный,negative,opinion,
917,малообеспеченный,Adj,малообеспеченный,negative,opinion,
918,малообоснованный,Adj,малообоснованный,negative,opinion,
919,малообразованный,Adj,малообразованный,negative,opinion,
920,малообщительный,Adj,малообщительный,negative,opinion,
921,малоопытный,Adj,малоопытный,negative,opinion,
922,малоосмысленный,Adj,малоосмысленный,negative,opinion,
923,малопонятный,Adj,малопонятный,negative,opinion,
924,малопочтенный,Adj,малопочтенный,negative,opinion,
925,малопригодный,Adj,малопригодный,negative,opinion,
926,малопримечательный,Adj,малопримечательный,negative,opinion,
927,малопристойный,Adj,малопристойный,negative,opinion,
928,малоприятный,Adj,малоприятный,negative,opinion,
929,малопродуктивный,Adj,малопродуктивный,negative,opinion,
930,малореалистичный,Adj,малореалистичный,negative,opinion,
931,малорезультативный,Adj,малорезультативный,negative,opinion,
932,малосведущий,Adj,малосведущий,negative,opinion,
933,малосильный,Adj,малосильный,negative,opinion,
934,малосимпатичный,Adj,малосимпатичный,negative,opinion,
935,малосодержательный,Adj,малосодержательный,negative,opinion,
936,малосущественный,Adj,малосущественный,negative,opinion,
937,малоубедительный,Adj,малоубедительный,negative,opinion,
938,малоудачный,Adj,малоудачный,negative,opinion,
939,малоутешительный,Adj,малоутешительный,negative,opinion,
940,малоэффективный,Adj,малоэффективный,negative,opinion,
941,маниакальный,Adj,маниакальный,negative,opinion,МАНИЯ (СИЛЬНОЕ ПРИСТРАСТИЕ)
942,манипулятивный,Adj,манипулятивный,negative,opinion,
943,маразматический,Adj,маразматический,negative,opinion,"МАРАЗМ,ИДИОТИЗМ"
944,марионеточный,Adj,марионеточный,negative,opinion,МАРИОНЕТКА (ЧЕЛОВЕК)
945,мастерский,Adj,мастерский,positive,opinion,
946,маститый,Adj,маститый,positive,opinion,
947,матерый,Adj,матерый,negative,opinion,"ОТЪЯВЛЕННЫЙ,ПРОЖЖЕНЫЙ"
948,матерый,Adj,матерый,neutral,opinion,МАТЕРЫЙ (ЗРЕЛЫЙ)
949,мафиозный,Adj,мафиозный,negative,opinion,
950,махровый,Adj,махровый,negative,opinion,"ОТЪЯВЛЕННЫЙ,ПРОЖЖЕНЫЙ"
951,медлительный,Adj,медлительный,negative,opinion,
952,медовый,Adj,медовый,negative,opinion,"ПРИТОРНЫЙ,ИЗЛИШНЕ ЛЮБЕЗНЫЙ"
953,мелкий,Adj,мелкий,negative,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
954,мелкий,Adj,мелкий,neutral,opinion,МЕЛКИЙ (НЕБОЛЬШОЙ)
955,мелкий,Adj,мелкий,neutral,opinion,МЕЛКИЙ ПО ГЛУБИНЕ
956,мелковатый,Adj,мелковатый,negative,opinion,
957,мелкотравчатый,Adj,мелкотравчатый,negative,opinion,
958,мелодичный,Adj,мелодичный,positive,opinion,
959,мельчайший,Adj,мельчайший,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
960,менторский,Adj,менторский,negative,opinion,
961,мерзкий,Adj,мерзкий,negative,opinion,
962,мерзопакостный,Adj,мерзопакостный,negative,opinion,
963,мерзостный,Adj,мерзостный,negative,opinion,
964,меркантильный,Adj,меркантильный,negative,opinion,
965,местечковый,Adj,местечковый,negative,opinion,
966,меткий,Adj,меткий,positive,opinion,
967,мизерный,Adj,мизерный,negative,opinion,
968,милейший,Adj,милейший,positive,opinion,
969,миловидный,Adj,миловидный,positive,opinion,
970,милый,Adj,милый,positive,opinion,
971,мирный,Adj,мирный,positive,opinion,"МИРНЫЙ (СПОКОЙНЫЙ,ЧУЖДЫЙ ВОЛНЕНИЙ)"
972,мирный,Adj,мирный,positive,opinion,МИРОЛЮБИЕ
973,миролюбивый,Adj,миролюбивый,positive,opinion,
974,мифический,Adj,мифический,negative,opinion,"ВЫДУМКА,ВЫМЫСЕЛ"
975,мнимый,Adj,мнимый,negative,opinion,ПРИТВОРНЫЙ
976,мнимый,Adj,мнимый,neutral,opinion,МНИМЫЙ (ВООБРАЖАЕМЫЙ)
977,мнительный,Adj,мнительный,negative,opinion,
978,многогранный,Adj,многогранный,positive,opinion,
979,многозначительный,Adj,многозначительный,positive,opinion,
980,многомудрый,Adj,многомудрый,positive,opinion,
981,многообещающий,Adj,многообещающий,positive,opinion,
982,многословный,Adj,многословный,negative,opinion,
983,многосторонний,Adj,многосторонний,positive,opinion,
984,многотрудный,Adj,многотрудный,negative,opinion,
985,могучий,Adj,могучий,positive,opinion,
986,могущественный,Adj,могущественный,positive,opinion,
987,модный,Adj,модный,positive,opinion,МОДНЫЙ (ПОПУЛЯРНЫЙ)
988,модный,Adj,модный,positive,opinion,"МОДНЫЙ,СТИЛЬНЫЙ"
989,молодцеватый,Adj,молодцеватый,positive,opinion,
990,молчаливый,Adj,молчаливый,positive/negative,opinion,"МОЛЧАЛИВЫЙ,НЕРАЗГОВОРЧИВЫЙ"
991,моралистический,Adj,моралистический,negative,opinion,
992,моральный,Adj,моральный,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
993,мотовской,Adj,мотовской,negative,opinion,
994,мошеннический,Adj,мошеннический,negative,opinion,
995,мракобесный,Adj,мракобесный,negative,opinion,
996,мрачноватый,Adj,мрачноватый,negative,opinion,
997,мрачный,Adj,мрачный,negative,opinion,
998,мужественный,Adj,мужественный,positive,opinion,
999,музыкальный,Adj,музыкальный,positive,opinion,МЕЛОДИЧНЫЙ
1000,мутноватый,Adj,мутноватый,negative,opinion,
1001,мутный,Adj,мутный,negative,opinion,
1002,муторный,Adj,муторный,negative,opinion,
1003,мучительский,Adj,мучительский,negative,opinion,
1004,мягкий,Adj,мягкий,neutral,opinion,МЯГКИЙ ПРИ НАДАВЛИВАНИИ
1005,мягкий,Adj,мягкий,positive,opinion,МЯГКИЙ ПО ХАРАКТЕРУ
1006,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕРЕЗКИЙ"
1007,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕСТРОГИЙ"
1008,мягкий,Adj,мягкий,positive,opinion,"МЯГКИЙ,НЕЧЕРСТВЫЙ"
1009,мягкосердечный,Adj,мягкосердечный,positive,opinion,
1010,мягкотелый,Adj,мягкотелый,negative,opinion,
1011,мясистый,Adj,мясистый,neutral,opinion,
1012,мятый,Adj,мятый,negative,opinion,
1013,набитый,Adj,набитый,negative,opinion,
1014,наблюдательный,Adj,наблюдательный,positive,opinion,НАБЛЮДАТЕЛЬНЫЙ (ВНИМАТЕЛЬНЫЙ)
1015,набожный,Adj,набожный,positive,opinion,
1016,наболевший,Adj,наболевший,negative,opinion,
1017,навязчивый,Adj,навязчивый,negative,opinion,
1018,нагловатый,Adj,нагловатый,negative,opinion,
1019,наглый,Adj,наглый,negative,opinion,
1020,надежный,Adj,надежный,positive,opinion,
1021,надменный,Adj,надменный,negative,opinion,
1022,надоедливый,Adj,надоедливый,negative,opinion,
1023,надоедный,Adj,надоедный,negative,opinion,
1024,надуманный,Adj,надуманный,negative,opinion,
1025,назидательный,Adj,назидательный,negative,opinion,
1026,назойливый,Adj,назойливый,negative,opinion,
1027,наивкуснейший,Adj,наивкуснейший,positive,opinion,
1028,наивный,Adj,наивный,negative,opinion,
1029,наигранный,Adj,наигранный,negative,opinion,
1030,наилучший,Adj,наилучший,positive,opinion,
1031,наисложнейший,Adj,наисложнейший,negative,opinion,
1032,наихудший,Adj,наихудший,negative,opinion,
1033,намеренный,Adj,намеренный,neutral,opinion,
1034,напористый,Adj,напористый,positive,opinion,
1035,напрасный,Adj,напрасный,negative,opinion,
1036,напряженный,Adj,напряженный,negative,opinion,
1037,напускной,Adj,напускной,negative,opinion,
1038,напыщенный,Adj,напыщенный,negative,opinion,
1039,наружный,Adj,наружный,negative,opinion,ВНЕШНИЙ (ПОВЕРХНОСТНЫЙ)
1040,нарядный,Adj,нарядный,positive,opinion,НАРЯДНО ОДЕТЫЙ
1041,насильственный,Adj,насильственный,negative,opinion,
1042,насмешливый,Adj,насмешливый,negative,opinion,
